F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
6.36,1,592.78,25.05,-0.23,Low,0.24,-2888.13,-17950.47,-256.78,4.5,-32.98,12,Europe,4799.88,675.57,0
8.13,3,64.78,279.6,-7.83,Low,7.54,-2363.88,-21981.12,-90.92,4.87,-27.52,14,Europe,5492.7,660.39,3717.51
1.2,7,4.8,28.26,0.72,Very low,4.6,-3770.01,-16683.05,-178.28,11.79,-26.7,14,USA,3662.67,660.84,0
21,3,1.32,183.78,-8.94,Very low,5.44,-4470.69,-25463.15,-61,10.4,-17.12,12,Europe,4651.86,747.6,2189.38
13.47,5,78.88,22.08,-4.14,High,0.53,-2327.64,-20786.82,-199.72,7.99,-11.78,4,Europe,4033.8,616.2,0
5.43,4,0.1,-81.93,-4.95,Very high,8.76,-3090.06,-13748.57,-200.98,5.74,-29.2,14,USA,7425.99,822.27,0
9.51,5,0.86,199.74,-4.32,High,4.6,-2578.83,-15711.31,-230.38,6.64,-24.58,4,UK,4445.88,694.56,1600.29
31.47,7,2.1,57.63,-4.65,Very low,4.35,-3940.47,-14310.39,-12.82,5.55,-21.56,8,Rest,5337.87,696.54,0
20.55,3,48.2,145.83,-0.66,Low,5.59,-3175.29,-16627.51,-252.7,8.14,-33.2,20,USA,5836.29,686.07,1006.84
11.97,4,0.22,265.14,6.27,High,6.9,-4284.78,-17698.15,-142.66,9.47,-35.54,8,Europe,4528.83,792.21,3277.13
4.8,4,2.38,240.63,-8.21,Very low,1.28,-4436.16,-18187.81,-270.22,10.33,-9.64,8,UK,4479.18,775.53,0
18.72,2,105.38,43.08,-1.21,Low,8.65,-2903.91,-12179.19,-197.94,6.82,-19.84,10,UK,4013.7,697.05,2491.88
11.85,5,52.16,-3.84,-3.31,Medium,3.34,-2451.3,-11604.07,-194.34,10.21,-26.88,10,UK,2443.83,692.79,908.9
20.04,5,0,153.06,-1.76,Very low,4.79,-3699.96,-15648.57,-282.02,1.76,-31.8,10,Europe,3758.34,715.11,1789.7
3.66,2,0.02,131.97,-11.64,Low,5.14,-1715.07,-21665.37,-150.38,6.68,-27.7,12,Europe,3995.49,575.73,3370.5
12.27,5,3.04,69.45,-5.55,High,2.04,-1903.83,-9806.04,-262.1,5.91,-29.18,2,UK,5197.74,840.72,0
13.14,6,3.66,68.91,-1.59,Very high,6.16,-3116.22,-14584.31,-202.34,5.07,-36.18,6,USA,3495.3,554.49,465.01
12.9,3,27.08,168.48,-7.38,Very high,3.92,-2622.15,-19691.15,-280.1,10.2,-36.56,6,USA,4584.81,666.9,789.57
14.73,1,0.08,317.55,-3.99,High,5.47,-2248.68,-22347.91,-294.72,8.97,-27.78,6,Rest,5244.18,675.54,2716.09
11.16,6,4.72,41.85,0.92,Low,0.75,-3184.17,-17186.38,-289.2,10.96,-31.82,10,Rest,5334.27,780.09,0
8.1,1,101.58,71.64,-2.2,Medium,3.7,-3129.36,-19002.4,-178.98,6.89,-18.64,6,Europe,3870.42,665.88,906.18
6.33,2,53.76,171.6,-4.07,Medium,2.38,-2831.49,-15349.47,-109,9.08,-13.3,14,Europe,4515.66,832.23,2637.04
13.89,3,51.74,142.02,-6.62,Very low,5.13,-3089.13,-12926.09,-225.8,9.18,-28.48,6,USA,3809.79,813.66,419.97
23.19,3,1.68,79.26,-0.38,Very high,4.28,-4271.76,-18330.52,-142.3,4.33,-31.7,6,Rest,5313.18,736.68,621.94
4.47,2,68.4,175.2,-2.76,High,2.98,-5045.85,-14528.74,-179.72,5.98,-33.14,2,USA,4288.77,716.31,0
5.55,2,0.28,12.03,-6.47,Low,1.2,-3467.01,-6094.87,-165.48,2.1,-24.72,10,UK,5170.14,595.95,0
24.69,2,0.06,72.33,-2.79,Medium,3.71,-3634.83,-15640.22,-250.4,13.54,-18.42,10,Europe,4842.18,883.56,2031.42
13.68,2,56.66,65.16,-2.23,Very low,11.13,-3382.2,-17287.51,-183.64,8.12,-31.36,8,UK,4180.29,692.43,2175.35
8.73,3,4.02,104.16,-1.35,Low,2.08,-2853.96,-16956.21,-159.06,1.55,-20.36,10,Europe,3299.25,694.14,1092.21
17.16,4,1.3,150.21,-2.94,Very high,0.68,-3552.12,-18447.83,-217.94,7.06,-34.06,6,UK,4909.68,1033.8,307.93
5.1,8,4.02,70.62,-3.72,Very high,6.77,-3020.1,-11981.28,-191.5,9.48,-26,14,UK,4449.27,573.69,883.27
1.83,4,2.4,226.86,-6,Very high,8.11,-2256.21,-13375.49,-130,11.58,-32.26,6,Europe,3506.58,722.19,3721.75
34.14,6,18.44,26.4,1.37,Low,8.38,-3646.77,-8986.29,-236.22,5.67,-30.7,6,USA,4685.91,539.91,394
14.7,4,0.26,19.95,-6.25,Medium,5.28,-1477.53,-14692.38,-228.32,13.69,-27.74,6,USA,4686.66,722.07,415.41
23.61,2,734.76,190.44,-7.46,Medium,2.37,-3274.41,-16759.91,-148.2,7,-16.8,6,UK,4356.78,932.73,2177.47
16.23,6,6.92,85.23,-3.42,Very low,4.32,-2680.8,-21723.12,-132.52,0.85,-35.38,10,UK,5114.82,714.36,0
6,10,0.28,97.44,-2.82,Very high,5.54,-3485.94,-17516.83,-144.84,6.37,-40.7,6,Europe,4872.36,802.11,0
5.91,5,0.32,70.35,0.65,Low,2.84,-3734.07,-17776.7,-170.06,10.03,-26.52,8,USA,4124.04,614.43,0
7.32,5,0.06,201.72,-6.81,Low,6.04,-4288.14,-23916.24,-234.14,5.06,-46.32,8,Europe,3087.96,792.15,1497.56
16.14,4,2.22,130.2,-6.31,Very high,2.07,-4814.88,-17732.25,-206.3,10.21,-38.34,8,USA,2416.11,804.72,447.14
4.02,6,0,372,-6.35,Very low,2.21,-4427.91,-24378.98,-232.62,4.61,-30.72,16,UK,3379.08,701.46,1909.21
4.92,3,0.5,-91.5,-5.91,Low,4.16,-4205.52,-13692.37,-160.06,3.38,-32.98,6,UK,4242.78,1025.64,0
5.22,7,0.02,162.57,-1.9,High,1.63,-4888.17,-2099.57,-273.14,10.75,-43.48,12,USA,3560.79,538.77,0
14.58,4,0,100.38,2.6,Very high,2.1,-2625.63,-16553.73,-185.46,9.37,-34.16,6,USA,3601.23,661.74,552.5
14.31,7,1536.14,133.47,0.92,Very high,2.23,-3186.36,-17946.3,-209.82,6.48,-21.86,8,Rest,5174.25,869.7,194.97
2.94,6,0.18,127.53,-8.68,Medium,5.94,-3587.49,-12615.24,-190.64,11.52,-26.8,4,Europe,5229.54,913.08,0
12.12,4,0,177.93,-3.53,Very low,3.43,-4150.95,-13531.02,-252.7,2.01,-29.46,10,Rest,4618.11,785.25,287.98
22.26,2,14.66,99.09,-6.03,Medium,1.56,-4959.51,-14626.88,-145.7,6.66,-28.78,6,USA,2881.53,625.68,242.7
12.84,3,943.42,101.58,-0.91,Very low,7.94,-4568.55,-31441.82,-231.76,6.36,-40.64,14,USA,3006.27,659.16,636.84
18.15,6,0.96,274.2,-2.98,Medium,1.49,-3323.28,-14835.7,-149.32,11.22,-28.48,6,UK,4027.05,499.08,1528.48
6.51,2,26.26,114.93,-3.11,Medium,2,-3412.35,-15833.82,-207.38,14.75,-33.02,8,Europe,5403.81,852.51,0
31.8,4,0,43.86,-9.23,Low,1.7,-3823.02,-12245.29,-247,0.92,-31.08,6,UK,4648.86,704.58,0
9.9,2,1.48,139.53,-7.4,Very high,7.22,-3146.25,-16647.02,-197.2,11.39,-20.86,6,Rest,3142.5,736.62,2087.98
7.14,5,95.76,14.13,2.21,Medium,0.85,-4922.07,-9294.97,-134.24,10.25,-38.74,14,USA,3469.8,788.94,0
29.07,1,3.04,201.75,1.77,Low,2.3,-3563.52,-17104.58,-197.08,1.24,-26.82,8,UK,6274.65,559.23,1753.12
7.23,4,0.22,79.56,-2.7,Very low,3.41,-2498.07,-17288.85,-220.52,6.97,-37.96,12,UK,5900.58,622.35,0
13.86,4,2.96,113.97,-4.8,Medium,7.39,-2450.64,-23137.24,-153.88,2.93,-24.96,6,UK,3469.38,730.68,2452.13
4.38,3,0,163.26,-0.48,Low,9.44,-3322.32,-16977.57,-182.96,5.73,-32.08,8,USA,4436.61,274.47,692.22
3.03,2,0.44,433.08,5.88,Very high,3.21,-3705.45,-7999.31,-137.18,6.82,-29.86,14,Rest,4516.41,500.7,2745.53
22.59,4,0,65.7,-6.11,Very low,3.26,-4008.69,-17826.01,-187.94,10.96,-24.2,16,USA,6111.06,725.97,57.91
10.32,3,1.58,112.02,-3.12,Very high,2.65,-2886.87,-15221.53,-246.6,9.54,-18.88,16,Europe,3390.21,500.46,3529.29
25.98,7,0.04,228.45,-0.55,Very high,0.85,-2595.84,-24989.74,-155.52,7.2,-41.7,10,Europe,5225.85,773.19,2992.94
7.65,3,2.94,31.11,-4.05,Medium,0.74,-2052.09,-11896.18,-202.94,9.34,-40.88,8,Europe,4292.46,611.4,94.96
8.73,5,84.18,16.86,1.92,Low,2.39,-2534.28,-17631.78,-197.76,7.3,-26.76,4,USA,5994.3,680.43,0
6.63,6,51.2,95.34,-4.11,Very high,2.25,-4048.86,-18956.83,-280.86,4.64,-33.7,4,UK,4823.04,711.57,0
16.86,5,25.6,-17.79,0.62,Medium,8.64,-1691.91,-17135.33,-157.74,9.77,-20.98,6,USA,3300.78,534.39,753.15
13.23,4,20.7,260.46,-6.51,Very high,4.52,-3104.07,-9480.08,-212.28,3.05,-21.02,4,Rest,4961.79,664.74,1488.69
14.64,2,0.12,87.45,-0.64,Very high,8.21,-4384.08,-21300.61,-211.44,5.44,-35.3,6,UK,4875.57,605.31,1754.37
11.82,4,1,227.46,-0.8,Low,8.46,-4223.55,-20202.22,-208.08,2.38,-25.38,6,USA,4432.83,658.89,592.43
2.97,3,158.54,230.28,-3.79,Very high,1.06,-1261.59,-19008.79,-347.74,0.07,-30.56,12,USA,3679.47,653.4,1340.44
20.25,1,0.46,163.92,-2.68,Low,1.87,-2761.38,-23214.92,-143.56,7.97,-18.36,8,UK,4812.36,716.88,1975.59
13.59,3,29.12,110.22,-1.12,High,2.8,-3566.97,-16725,-401.16,7.51,-26,2,Rest,4641.81,648.12,166.79
9.96,1,13.78,189.87,-1.27,Low,1.52,-2238.3,-16705.92,-276.46,7.34,-31.9,8,Europe,5339.01,763.23,1694.88
24.72,8,0.54,95.82,-3.45,Low,1.72,-2894.64,-13380.33,-136.44,5.39,-29.12,8,Rest,1830.39,646.17,869.92
4.92,4,1.94,109.95,0.07,High,1.71,-2581.71,-17122.32,-244.86,9.06,-26.8,6,Rest,4049.52,829.38,353.38
20.64,1,0.06,98.7,-2.18,High,5.54,-3877.83,-16640.25,-136.08,4.76,-31.4,2,Rest,5032.05,1103.1,914.5
6.36,2,6.84,125.25,-4.96,Low,2.89,-2944.92,-16330.83,-204.4,8.26,-33.4,8,UK,4331.88,681.57,413.09
2.16,3,0.22,97.32,-6.19,Very high,3.62,-4628.4,-15852.01,-161.16,15.91,-38.4,4,USA,3601.17,746.64,13.33
14.25,3,0.02,218.61,-2.3,Very low,1.19,-2796.81,-16371.72,-256.92,9.44,-22.84,4,Europe,4625.82,796.74,599.04
30.63,3,6.42,153.48,0.04,Low,0.95,-3292.08,-16785.13,-194.54,5.54,-28.44,4,Europe,5115.39,776.73,801.73
11.04,4,137.52,148.83,-5.09,Very high,2.12,-4293.87,-15037.94,-205.06,6.16,-23.5,6,UK,5425.56,927.96,0
3.66,5,0.3,233.04,-3.91,Very low,6.16,-2740.32,-11082.71,-276.38,8.51,-37.3,8,USA,6873.24,773.25,82.5
20.22,4,0.48,187.35,-4.22,Medium,1.85,-4348.71,-16252.18,-251.9,9.64,-28.86,8,USA,4260.42,779.07,300.75
15.18,2,0.36,120.39,-3.09,Very high,3.12,-2637.9,-12958.55,-220.22,14.55,-27.74,8,USA,2916.09,663.18,1198.31
17.7,4,3.7,50.34,-3.38,Very high,7.57,-3663.66,-16750.06,-223.06,5.13,-26.9,12,USA,4300.62,725.19,831.34
3.93,5,64.86,103.14,0.37,Very high,2.34,-4095.54,-15526.18,-261.62,5.75,-28.56,4,Europe,3787.98,786.48,0
7.95,2,2.28,36.12,-3.54,Medium,7.32,-2894.97,-14563.26,-300.98,8.33,-50.38,10,USA,6329.28,657.57,216.64
20.4,4,2.88,115.56,-0.72,Low,1.8,-4053.45,-15684.81,-178.7,8.17,-31.66,10,UK,3784.74,596.67,323.48
3.48,6,0.06,351.96,-6.83,Medium,7.08,-4084.38,-17674.15,-152.74,8.23,-40.88,4,Rest,3912,643.89,1269.65
7.62,3,34.06,280.26,-5.68,High,6.48,-3583.89,-18698.33,-185.1,10.4,-26.66,8,Rest,5257.08,576.45,1621.01
1.41,3,0.08,159.36,3.53,Very high,5.93,-3540.48,-21352.45,-198.08,9.12,-29.84,6,USA,5028.9,205.14,356.43
16.2,3,802.88,75.75,-1.18,Very high,0.27,-2904.06,-15177.74,-231.2,4.11,-19.06,8,UK,4814.22,827.31,362.25
10.77,1,0.28,84.48,-11.25,Very low,1.42,-4172.55,-17346.66,-122.7,8.55,-27.02,10,Europe,4561.8,699.87,0
15.78,4,0.46,68.46,-4.93,Very low,3.56,-3836.58,-17952.53,-156.98,6.05,-29.46,10,Rest,3903.84,607.38,171.5
13.05,2,1.28,89.34,-2.07,Very low,6.58,-4842.39,-16316.43,-171.54,9.26,-18.4,8,Europe,2312.07,763.38,1454.28
16.02,6,1.28,117.18,-2.57,Low,2.99,-3091.86,-13307.62,-163.62,7.08,-19.48,2,Europe,6101.04,688.35,0
13.2,1,0.3,315.33,1.39,Very low,0.68,-3300.6,-17110.39,-123.34,8.74,-26.02,12,UK,2867.85,925.53,2770.82
20.55,7,0.28,-7.02,-2.67,High,2.57,-3465.84,-16531.12,-271.14,8.48,-18.24,4,UK,4031.43,919.17,0
8.76,5,0.56,125.82,-4.92,Low,0.39,-4549.77,-20800.4,-233.06,9.06,-25.22,2,Rest,4915.86,616.05,0
2.31,2,0.06,43.68,-9.22,Low,7.04,-4782.99,-16864.99,-149.58,13.28,-14.86,6,Rest,4709.64,677.58,0
22.65,7,0,91.74,-3.83,Medium,8.2,-3363.09,-18159.11,-173.88,4.54,-32.22,6,USA,3922.74,703.86,554.61
6.69,4,1.38,141.3,-3.43,Very low,2.85,-3627.9,-8676.62,-149.14,8.56,-35.24,10,Europe,4337.49,566.1,10.3
10.23,1,0.02,170.13,-0.08,Very high,3.98,-4353.42,-16915.19,-249.16,9.04,-40.46,12,USA,4817.07,877.59,737.85
8.04,3,6.24,108.48,-3.96,Very low,7.37,-3514.41,-10166.7,-321.04,6.99,-23.74,12,USA,2204.28,957.54,843.72
18.24,5,2.98,88.26,-0.8,Medium,0.72,-3579.66,-15653.69,-122.68,7.92,-27.1,4,UK,4770.24,651.51,0
3.93,7,91.24,194.58,-3.04,Low,4.58,-2500.62,-15129.67,-91.6,4.65,-31.88,6,Europe,4312.8,638.04,274.45
7.47,1,57.78,-68.91,-8.61,Low,4.89,-3065.88,-17637.05,-287.76,5.57,-27.3,8,UK,4217.73,980.73,0
9.33,1,0.14,165.39,-2.33,Very high,10.74,-3246.39,-17757.32,-286.4,8.62,-29.4,16,USA,3584.46,706.74,2438.66
7.71,3,5.08,107.58,-6.3,Medium,2.29,-1820.04,-12758.28,-200.4,7.19,-26,10,Rest,3730.14,324.75,1195.16
19.14,4,22.42,219.51,-2.96,Low,3.47,-3383.82,-15264.01,-213.48,8.72,-28.34,10,UK,3717.42,372.66,2314.75
8.31,3,52.04,38.1,-0.37,High,0.42,-4057.5,-25221.67,-108.42,6.85,-16.42,10,UK,3501.57,691.35,0
13.98,5,2.48,82.95,-9.15,Medium,5.9,-3744.36,-20459.93,-231.54,5.29,-27.12,12,Europe,4933.56,765.81,709.43
9.27,4,12.14,92.82,-3.42,High,4,-4741.29,-16237.15,-90.44,4.78,-33.08,6,UK,3324.81,707.37,0
10.71,2,0.06,192.36,-1.92,Very low,2.35,-2674.05,-9274.08,-188.48,7.83,-28.24,4,Rest,4370.58,596.31,664.94
7.17,6,39.1,175.08,0.5,Very low,1.34,-4474.26,-14183.04,-223.66,5.11,-15.52,8,Europe,5174.85,880.05,0
15.6,3,14.42,-22.5,-9.59,Very low,4.5,-2670.9,-20081.59,-162.04,7.74,-48.86,12,UK,3109.8,678.27,991.99
5.49,6,0.04,-28.53,-3.84,Low,12.43,-3102.81,-16655.94,-112.86,8.34,-34.22,8,Europe,3896.94,722.97,662.8
10.77,3,6.98,245.13,-2.47,High,2.02,-3145.56,-18507.05,-110.82,8.49,-28.4,10,UK,4241.94,399.99,2334.96
35.91,6,2.98,203.04,-3.67,High,2.97,-3988.41,-17327.18,-247.58,6.17,-17.34,12,USA,4050.42,690.03,1134.26
31.65,8,18.34,75.99,-10.55,High,1.32,-5414.25,-24339.83,-134.92,3.72,-27.46,10,USA,3005.88,562.2,60.5
26.04,4,0.1,108.18,-1.07,Medium,0.84,-1751.61,-7728.76,-176.72,8.57,-25.24,10,Rest,4623.6,887.91,1394.21
6.18,3,1.38,119.82,-3.17,Medium,2.18,-2378.73,-19281.07,-165.2,8.44,-30.72,6,Rest,4903.11,795.87,323.67
5.7,6,0.24,240.09,-6.53,Very high,3.28,-4624.47,-16197.44,-140.28,8.87,-28.38,6,Europe,4089.33,717.54,400.18
5.22,2,0,-10.08,-2.47,Low,0.62,-4391.04,-12303.21,-179.02,6.97,-36.68,4,Europe,4314.69,701.4,0
7.23,4,0.5,32.13,1.68,Low,4.23,-3384.69,-15620.12,-249.36,1.25,-23.16,6,UK,4753.65,822.72,0
28.32,5,0.02,105.66,-2.9,Low,5.51,-4107.69,-21077.57,-212.38,8,-25.64,10,USA,3827.01,903.99,583.67
28.8,3,31.84,61.11,-2.45,High,2.71,-4369.2,-10168.02,-214.78,5.87,-32.1,10,USA,3114.51,644.19,639.35
1.71,5,0.44,196.5,-1.74,Very low,5.19,-3294,-22800.58,-231.02,4.18,-26.08,10,UK,5766.75,703.56,0
25.14,4,1.56,174.54,-0.76,High,4.84,-3449.82,-17344.06,-147.48,11.7,-36.96,6,Europe,5438.25,991.77,2611.21
15.72,2,0.94,191.76,-3.05,Very low,4.69,-2178,-27378.54,-112.86,7.77,-17.72,4,Europe,3739.86,727.47,3250.75
1.02,8,7.38,70.32,1.33,High,6.87,-3873.06,-15257.55,-176.18,5.24,-26.16,14,Rest,3756.42,685.11,261.69
11.25,6,0.06,167.1,-2.93,Very low,7.63,-2940.63,-16935.69,-201.48,13.5,-35.44,6,USA,3880.53,908.49,434.07
3.96,5,12.96,46.17,-7.02,Low,3.22,-3819.27,-7503.74,-85.48,4.89,-27.98,8,USA,3323.67,472.41,0
9.51,3,4.34,88.83,-2.62,Low,1.01,-4451.31,-16863.31,-95.22,11.55,-25.6,10,UK,3334.14,843.66,0
19.08,3,442.06,52.71,-6.67,High,3.96,-2942.58,-18965.39,-215.7,6.15,-24.06,16,Europe,5563.05,645.36,2408.7
10.5,4,3.62,309.33,-3.48,High,0.64,-3631.41,-16258.92,-249.14,9.06,-31.1,14,USA,3161.97,727.14,1142.75
11.76,7,0.66,193.86,-5.83,Very low,11.9,-2135.28,-16590.84,-164.16,7.57,-33.38,10,Rest,4031.97,679.23,2102.07
6.42,6,0.86,253.53,-3.55,Medium,4.81,-3347.16,-17126.72,-289.16,12.77,-60.64,8,UK,4944.9,837.66,939.24
8.97,5,4.22,75.36,-4.35,High,12.52,-3997.56,-21279.9,-244.48,3.81,-21.06,6,USA,5025.99,689.07,439.15
2.58,4,0.08,123.66,-3.52,Low,4.34,-3005.76,-16153.86,-134.1,5.08,-25.92,10,Rest,4841.25,714.18,255.35
11.22,4,2.92,161.79,-3.92,Low,0.99,-3595.41,-10022.11,-229.14,3.97,-33.7,6,Europe,5504.97,714,0
6.03,4,0.16,13.53,-4.7,Very high,2.47,-3354.09,-12019.73,-152.04,9.34,-15.3,8,UK,5490.96,446.61,0
7.41,4,36.6,104.43,-3.03,Very high,5.86,-4824.36,-16761.83,-188.16,7.16,-20.54,10,Europe,4416.27,1552.74,539.15
10.71,4,1.74,35.49,-2.03,High,6.25,-3453.93,-15128.37,-268.8,12.07,-29.4,12,Europe,5399.43,682.8,616.01
14.16,4,2.02,62.88,-4.97,Low,3.14,-2804.7,-23567.05,-82.06,6.72,-20.66,2,Rest,3798.57,570.57,51.16
10.32,3,4.34,74.88,-8.02,Medium,4.51,-2972.76,-14276.78,-193.28,2.66,-30.04,4,USA,3085.68,555.12,357.82
37.86,5,0.02,14.22,0.07,Very low,1.84,-4132.02,-14552.16,-166.12,5.78,-30.84,4,Rest,4033.11,645.33,0
4.23,6,0.14,124.2,-2.4,High,5,-2462.4,-10761.17,-213.3,7.56,-20.26,4,Rest,4041.51,745.44,511.83
6.45,2,2.52,58.41,-1.8,Very low,3.6,-4779.81,-14951.66,-219.88,12.19,-29.58,12,Europe,3438.6,829.83,0
12.57,6,12.22,88.95,-5.53,Very low,1.06,-3105.72,-18857.48,-317.18,6.94,-33.04,6,Rest,3806.25,894,0
7.8,6,0.24,151.59,-7.13,Low,3.75,-3001.53,-13534.7,-126.98,11.4,-26.82,6,Rest,3742.29,592.68,289.89
13.71,3,5.84,134.37,-3.1,High,1.63,-3095.58,-16647.59,-114.08,8.99,-26.16,10,UK,3343.14,806.43,2006.39
5.28,4,0.02,131.67,-1.87,Medium,2.86,-3459.27,-14501.82,-286.28,9.4,-23.18,14,Europe,5838.66,671.34,128.76
7.95,3,4.38,13.92,-6.84,Very high,0.5,-3923.7,-18169.22,-193.96,6,-26.36,18,USA,4121.37,763.17,173.96
3.54,3,4.52,-36.66,-6.74,Medium,3.41,-3186.18,-15512.29,-210.86,10.19,-32.06,8,UK,5109.87,561.03,0
10.41,3,2.44,25.47,-5.41,Low,0.43,-2860.74,-15730.67,-163.84,3.2,-29.46,14,Europe,4460.16,524.7,33.15
23.61,3,6.42,-59.13,-2.08,High,4.98,-3331.62,-10295.8,-88.84,1.85,-24.84,10,UK,2706.96,655.26,1939.06
1.53,2,3.46,256.56,3.09,High,11.25,-3623.28,-16952.89,-204.2,2.69,-32.74,6,USA,4158.3,682.26,1414.85
12.06,3,0.06,179.04,-4.56,Low,2.41,-2848.8,-10334.7,-177.5,8.62,-28.9,4,USA,4475.07,748.17,261.32
17.1,6,0.34,-67.11,-3.87,Low,0.4,-3566.97,-16781.42,-103.06,9.89,-30.32,10,USA,3389.37,704.28,0
4.83,5,28.2,-11.97,-2.08,High,4.62,-4702.47,-17231.43,-246.94,5.52,-24.46,4,Rest,4685.1,731.37,0
5.55,3,0.7,43.77,-7.69,Very low,10.39,-3261.6,-16270.75,-20.54,9.61,-31.5,8,Europe,3389.07,734.76,1862.98
3.9,2,4.68,196.32,-4.09,Low,7.14,-3436.74,-11520.56,-114.24,7.32,-37.46,2,UK,4385.16,696.9,1059.59
12.36,4,40.42,68.28,-5.22,Low,1.16,-5749.08,-17103.94,-179.92,9.36,-39.76,2,Rest,5388.27,696.09,0
22.05,7,14.2,-25.89,-5.19,Very low,3.03,-2388.75,-14637.03,-176.48,7.95,-22.46,8,USA,3162.54,754.92,27.18
13.23,1,7.58,254.16,-3.13,High,1.88,-2622.99,-16150.14,-218.44,8.09,-27.08,16,USA,2644.62,627.21,2132.47
3.99,7,4.26,128.49,2.1,Low,3.75,-4068,-32985.51,-167.16,8.48,-33.28,10,Rest,4288.8,797.91,0
7.08,6,0.32,194.01,-5.37,High,1.64,-2710.62,-17422.54,-190.18,10.51,-29.08,6,Rest,4033.56,901.47,559.58
7.56,5,853.4,105.54,-7.64,High,4.44,-3894.12,-16051.62,-197.66,10.57,-23.62,8,Europe,3322.92,1205.97,561.66
10.08,6,0.04,87.84,-4.24,Low,3.19,-4071.3,-16748.17,-295.36,11.44,-26.68,8,UK,5095.71,668.46,0
6.3,5,3.9,70.08,-8.67,Low,10.47,-4486.11,-9882.57,-60.4,1.11,-16.22,12,UK,3727.56,576.18,932.19
23.91,2,56.12,123.42,-8.04,Very high,6.7,-4268.91,-20585.07,-162.26,8.91,-32.34,14,Europe,5190.66,722.04,3613.01
6.42,0,0.12,115.95,-6.59,Medium,3.34,-3670.74,-15368,-175.9,5.59,-31.34,2,UK,6271.35,611.22,0
18.36,4,53.3,143.94,-1.48,Very low,4.14,-3266.25,-30374.42,-141.3,12.94,-35.56,12,USA,3486.36,753.54,635.49
13.68,4,0.3,29.43,-1.34,Very low,4.66,-2985.24,-16302.51,-159.14,7.43,-37.28,6,Rest,3059.28,711.48,345.58
16.92,5,3.6,267.84,-8.42,High,8.54,-4866.54,-15676.55,-211.2,10.63,-30.9,8,UK,4669.47,715.8,2444.47
6.3,3,3.68,201.09,-1.75,High,0.62,-4001.7,-17393.36,-152.5,13.25,-38.86,6,Rest,4385.01,531.42,235.33
20.16,1,315.82,130.77,2.82,Very low,6.95,-2149.23,-19359.63,-262.06,9.99,-20.84,4,Rest,3797.64,639.39,1893.3
3.78,5,0.1,193.2,-1.51,Very high,2.07,-5140.35,-17423.2,-183.68,11.64,-11.7,8,Rest,4124.28,642.27,0
15.42,6,0.04,377.19,1.91,Low,4.37,-3495.63,-17337.84,-160.72,9.84,-36.24,2,Europe,4083.57,852.75,2870.07
6.63,3,2.56,33.3,-3.47,Low,4.98,-5063.01,-15946.87,-236.56,4.64,-20.88,6,UK,2314.35,760.92,0
14.61,4,55.06,92.67,-4.41,Low,4.02,-2130.06,-15953.85,-346.32,5.38,-27.76,6,Rest,5249.85,561.33,444.22
8.19,3,0.08,167.73,-0.77,Very low,3.49,-2417.58,-12015.98,-185.24,5.46,-18.74,10,UK,4964.76,657.87,997.13
7.02,5,4.28,88.98,1.72,Low,3.39,-3252.24,-17441.18,-211.78,5.72,-35.96,10,UK,4804.83,878.1,0
25.86,6,4.7,84.09,-4.04,Medium,4.21,-4001.49,-17717.16,-187.1,9.96,-26.34,4,UK,4588.2,644.34,0
9.33,3,18.74,235.02,-7.75,Low,6.56,-2597.22,-21669.83,-102.48,13.62,-26.36,2,UK,3604.83,593.85,2379.75
16.47,3,0.06,266.19,4,High,1.22,-1583.58,-15814.39,-233.82,8.13,-23.14,12,Rest,4575.96,640.29,2468.4
2.88,0,0.74,197.28,1.26,Low,2.93,-3064.92,-16460.94,-185.54,6.8,-31.68,6,Rest,4532.16,746.61,846.37
5.31,4,1.36,183.9,-1.25,High,9.68,-2194.56,-23230.57,-184.7,9.34,-25.52,6,Rest,3610.35,697.32,2250.93
45.78,6,0.24,222.24,-5.98,High,13.34,-3802.68,-16092.08,-233.78,5.82,-28.58,8,Europe,4387.53,595.77,3798.89
14.46,2,0.78,111.96,-0.21,Very low,5.68,-4535.94,-14288.66,-253.34,1.81,-10.4,0,Europe,3755.67,672.57,17.45
24.96,2,0,107.76,-2.61,Very high,2.47,-3548.85,-21181.82,-252.1,9.06,-39.64,12,Rest,2645.85,756.63,2308.05
5.52,4,84.24,131.46,-4.38,Low,3.59,-3599.25,-16050.86,-175.02,13.74,-16.62,12,Rest,3196.77,786.9,680.69
7.38,3,0.22,201.78,-6.05,Low,2.01,-4665.87,-16258.55,-215.74,6.52,-27,4,UK,4634.13,659.13,0
11.88,1,0.12,225.9,-2.23,Low,1.52,-2686.86,-15900.35,-286.22,7.86,-36.84,4,UK,2935.77,372.27,2336.02
20.19,2,0.98,117.09,-3.75,Very low,1.95,-1565.28,-9764.8,-238.76,12.2,-29.3,4,Rest,5188.02,590.13,764.78
15.69,7,2.16,223.89,-5.65,Low,1.6,-4072.86,-19873.16,-231.6,3.95,-29.1,10,Europe,5348.16,666.87,0
3.72,5,0.06,99.06,-2.53,Low,1.13,-3706.29,-17234.5,-111.62,3,-39.54,8,Rest,3683.46,777.27,0
10.05,6,4.64,12.93,-3.75,Low,1.46,-3315.36,-16552.64,-148.74,6.28,-26.5,10,Europe,4303.68,718.8,0
